"PC1","PC2","PC3","PC4","PC5","PC6","physical","mental","temporal","performance","effort","frustration"
3.58308903518297,0.770179400646803,0.318430997660039,0.151703277143877,0.0777686621138021,0.00100943983109564,5,6,5,4,6,5
2.26878769778557,-0.115081218010157,0.226516162825053,-1.46406248804709,-0.11290573050329,0.0581243482679231,5,6,3,5,5,3
1.70963879165693,-3.09524794342742,-0.122612943498269,0.775657527262966,1.30448499498721,-0.0474972236170536,1,5,1,6,6,6
-0.59566983379261,0.925682369420941,0.0540999403172345,0.789485906739292,-1.11022969950794,-1.4606104774792,2,2,4,2,5,1
0.909067178889526,-0.721425354246627,0.446139235752695,0.226693813816808,-1.44867050710957,-0.593946077573538,2,4,4,5,5,2
1.93141351446757,-0.470874580035076,1.23245215925479,-1.59434533594286,-0.226467892413856,0.141328976711779,5,5,3,6,4,3
0.506533123541088,1.12385948757861,-0.801123476515135,0.101675058673218,-1.09269010023114,-1.26777177032905,3,4,4,2,6,1
3.87917671522416,0.255359858946911,-0.0972225707452189,0.815631684279619,0.233041309584014,0.634362291856372,4,7,5,4,6,6
1.33898135384038,0.0278216184175541,-0.788363619875578,1.48718703551413,-1.46503076959891,0.49355370053076,1,6,5,3,5,3
0.0977358799675999,0.480022174567924,-1.2223769376043,-1.45445899934946,0.74701270542466,0.454303581346417,4,6,1,2,4,2
-0.747828239221649,-0.245816061559265,-0.0227548191056028,-0.169243248952722,-0.141519026054064,0.354104889254028,2,4,2,3,3,2
-0.540314347599629,-1.21451157648272,1.07468722472248,-0.219338891521257,-0.324678014204535,-0.932453729192818,2,2,2,5,4,2
-1.21657297084126,0.708296767513975,0.536967761398714,0.441225956273174,-0.326775701725498,0.511704340966053,2,3,3,2,2,2
2.35932742879658,0.707489004037791,0.108792889021311,-0.92762383697361,-0.383445690483192,0.111153277679281,5,6,4,4,5,3
0.210479761529916,0.840868169045429,-1.89168583193428,0.209103772896349,-0.498373616520779,1.08343339584324,2,7,3,1,4,2
-0.820005379328365,-0.647449100318271,0.610545306026535,-0.443713335408582,-0.35501958416332,0.817061620508737,2,4,2,4,2,2
-0.525917959909028,-0.733152030609476,0.305735323016073,-0.373556651000913,-0.340364472273099,0.332738995397217,2,4,2,4,3,2
-2.04901756349545,0.493018509769149,-0.601880823747783,-0.0727331226960458,0.482116853417688,-1.04991106517452,2,2,1,1,4,1
-3.47419831645655,0.420407575459807,0.490326687807912,0.3305771179946,0.33532863416176,0.10564758070922,1,1,1,1,1,1
0.0786498895970018,0.45900117017855,-0.0575914015991151,-0.665242216808848,-0.622675056756646,1.54725188218177,3,6,3,3,2,2
-1.24946023064792,0.295077116982587,-0.43525968460577,-0.0891085142790388,-0.286052395198974,-0.659861820665926,2,3,2,2,4,1
